user,retain
813,1
814,0
815,0
816,0
817,1
818,0
819,0
820,0
821,1
822,0
823,0
824,1
825,1
826,0
827,1
828,1
829,0
830,0
831,0
832,0
833,1
834,0
835,1
836,0
837,1
838,1
839,0
840,1
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,1
849,0
850,0
851,1
852,0
853,0
854,0
855,0
856,0
857,1
858,1
859,0
860,1
861,1
862,0
863,1
864,0
865,0
866,0
867,0
868,1
869,1
870,1
871,0
872,1
873,1
874,1
875,1
876,0
877,1
878,0
879,0
880,0
881,0
882,0
883,1
884,0
885,0
886,0
887,0
888,0
889,0
890,1
891,1
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,1
900,1
901,0
902,1
903,1
904,1
905,0
906,1
907,0
908,0
909,0
910,0
911,0
912,0
913,1
914,0
915,0
916,1
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,1
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,1
937,1
938,0
939,1
940,1
941,0
942,1
943,0
944,0
945,1
946,0
947,0
948,0
949,1
950,0
951,1
952,1
953,0
954,0
955,0
956,0
957,0
958,0
959,1
960,1
961,0
962,1
963,0
964,1
965,0
966,0
967,1
968,1
969,0
970,0
971,0
972,1
973,0
974,0
975,0
976,1
977,0
978,0
979,1
980,0
981,0
982,1
983,0
984,0
985,1
986,0
987,1
988,0
989,1
990,0
991,1
992,1
993,1
994,1
995,1
996,0
997,0
998,1
999,0
1000,0
1001,0
1002,0
1003,0
1004,1
1005,0
1006,1
1007,0
1008,0
1009,0
1010,0
1011,1
1012,1
1013,0
1014,0
1015,0
1016,1
1017,0
1018,0
1019,0
1020,1
1021,0
1022,0
1023,0
1024,0
1025,0
1026,1
1027,1
1028,0
1029,1
1030,0
1031,1
1032,0
1033,1
1034,1
1035,1
1036,0
1037,0
1038,1
1039,1
1040,0
1041,1
1042,0
1043,0
1044,1
1045,0
1046,1
1047,1
1048,1
1049,0
1050,0
1051,0
1052,1
1053,0
1054,0
1055,0
1056,1
1057,0
1058,0
1059,1
1060,0
1061,0
1062,1
1063,1
1064,0
1065,1
1066,1
1067,0
1068,0
1069,0
1070,1
1071,0
1072,1
1073,0
1074,0
1075,0
1076,1
1077,0
1078,0
1079,1
1080,0
1081,0
1082,1
1083,1
1084,1
1085,0
1086,1
1087,0
1088,1
1089,0
1090,1
1091,0
1092,0
1093,1
1094,1
1095,0
1096,0
1097,1
1098,1
1099,1
1100,0
1101,0
1102,0
1103,1
1104,0
1105,0
1106,1
1107,0
1108,1
1109,1
1110,0
1111,1
1112,0
1113,0
1114,0
1115,0
1116,0
1117,1
1118,0
1119,0
1120,1
1121,1
1122,0
1123,1
1124,1
1125,0
1126,1
1127,0
1128,0
1129,1
1130,0
1131,0
1132,1
1133,0
1134,0
1135,1
1136,1
1137,1
1138,0
1139,0
1140,1
1141,1
1142,0
1143,1
1144,0
1145,0
1146,0
1147,1
1148,0
1149,0
1150,0
1151,0
1152,0
1153,1
1154,0
1155,0
1156,0
1157,1
1158,0
1159,0
1160,1
1161,1
1162,1
1163,0
1164,1
1165,1
1166,0
1167,1
1168,1
1169,1
1170,0
1171,1
1172,1
1173,0
1174,1
1175,0
1176,0
1177,1
1178,1
1179,0
1180,0
1181,0
1182,0
1183,0
1184,1
1185,1
1186,0
1187,0
1188,0
1189,1
1190,1
1191,1
1192,0
1193,0
1194,0
1195,0
1196,0
1197,1
1198,0
1199,1
1200,1
1201,1
1202,0
1203,0
1204,0
1205,1
1206,0
1207,0
1208,0
1209,0
1210,1
1211,1
1212,0
1213,0
1214,0
1215,0
1216,0
1217,1
1218,1
1219,0
1220,1
1221,1
1222,1
1223,0
1224,0
1225,1
1226,1
1227,0
1228,1
1229,1
1230,0
1231,1
1232,0
1233,0
1234,0
1235,0
1236,0
1237,1
1238,0
1239,0
1240,1
1241,0
1242,0
1243,1
1244,1
1245,0
1246,1
1247,1
1248,1
1249,0
1250,0
1251,1
1252,1
1253,0
1254,0
1255,1
1256,1
1257,0
1258,1
1259,0
1260,1
1261,0
1262,0
1263,1
1264,0
1265,0
1266,0
1267,1
1268,0
1269,1
1270,0
1271,0
1272,1
1273,0
1274,0
1275,1
1276,1
1277,1
1278,0
1279,1
1280,0
1281,0
1282,0
1283,1
1284,0
1285,1
1286,1
1287,0
1288,0
1289,0
1290,0
1291,0
1292,1
1293,0
1294,0
1295,0
1296,0
1297,1
1298,1
1299,1
1300,0
1301,1
1302,0
1303,0
1304,1
1305,1
1306,1
1307,0
1308,0
1309,0
1310,1
1311,1
1312,0
1313,1
1314,0
1315,0
1316,0
1317,0
1318,0
1319,1
1320,0
1321,1
1322,0
1323,0
1324,1
1325,1
1326,0
1327,0
1328,0
1329,1
1330,0
1331,0
1332,0
1333,1
1334,0
1335,0
1336,0
1337,0
1338,1
1339,1
1340,1
1341,0
1342,1
1343,1
1344,0
1345,0
1346,1
1347,0
1348,0
1349,1
1350,1
1351,0
1352,1
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,1
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,1
1372,0
1373,0
1374,1
1375,0
1376,1
1377,0
1378,1
1379,0
1380,1
1381,0
1382,1
1383,0
1384,1
1385,0
1386,1
1387,0
1388,1
1389,1
1390,1
1391,0
1392,0
1393,0
1394,1
1395,0
1396,0
1397,1
1398,0
1399,0
1400,0
1401,0
1402,1
1403,0
1404,0
1405,0
1406,1
1407,1
1408,0
1409,1
1410,1
1411,0
1412,0
1413,0
1414,1
1415,0
1416,1
1417,0
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0
1424,1
1425,0
1426,0
1427,0
1428,0
1429,0
1430,1
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,1
1438,0
1439,0
1440,0
1441,0
1442,0
1443,1
1444,0
1445,0
1446,0
1447,0
1448,0
1449,0
1450,0
1451,0
1452,1
1453,0
1454,1
1455,0
1456,0
1457,0
1458,1
1459,0
1460,0
1461,1
1462,0
1463,1
1464,1
1465,0
1466,1
1467,1
1468,1
1469,0
1470,0
1471,1
1472,0
1473,0
1474,0
1475,1
1476,0
1477,1
1478,1
1479,0
1480,0
1481,0
1482,1
1483,0
1484,0
1485,0
1486,0
1487,0
1488,1
1489,1
1490,0
1491,0
1492,0
1493,0
1494,0
1495,1
1496,0
1497,0
1498,1
1499,0
1500,0
1501,1
1502,1
1503,1
1504,0
1505,1
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,1
1516,1
1517,0
1518,1
1519,1
1520,0
1521,1
1522,1
1523,0
1524,0
1525,0
1526,1
1527,0
1528,1
1529,0
1530,0
1531,0
1532,0
1533,1
1534,1
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
1541,0
1542,0
1543,1
1544,0
1545,0
1546,1
1547,0
1548,0
1549,1
1550,0
1551,0
1552,0
1553,0
1554,0
1555,0
1556,0
1557,1
1558,0
1559,1
1560,0
1561,0
1562,0
1563,1
1564,0
1565,0
1566,0
1567,0
1568,1
1569,1
1570,0
1571,0
1572,0
1573,0
1574,0
1575,0
1576,1
1577,0
1578,0
1579,0
1580,1
1581,0
1582,1
1583,1
1584,0
1585,0
1586,0
1587,0
1588,0
1589,1
1590,0
1591,0
1592,1
1593,1
1594,1
1595,1
1596,0
1597,0
1598,0
1599,0
1600,1
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,1
1610,1
1611,0
1612,1
1613,1
1614,1
1615,1
1616,0
1617,0
1618,1
1619,0
1620,0
1621,1
1622,0
1623,1
1624,1
1625,0
1626,1
1627,0
1628,1
1629,0
1630,0
1631,1
1632,0
1633,0
1634,0
1635,1
1636,1
1637,0
1638,0
1639,1
1640,1
1641,0
1642,0
1643,0
1644,0
1645,1
1646,1
1647,1
1648,0
1649,1
1650,0
1651,0
1652,0
1653,1
1654,1
1655,1
1656,1
1657,0
1658,0
1659,0
1660,1
1661,0
1662,0
1663,0
1664,1
1665,0
1666,0
1667,0
1668,1
1669,0
1670,0
1671,0
1672,0
1673,0
1674,0
1675,1
1676,0
1677,1
1678,0
1679,1
1680,0
1681,1
1682,1
1683,0
1684,0
1685,0
1686,1
1687,0
1688,0
1689,0
1690,0
1691,0
1692,1
1693,0
1694,0
1695,0
1696,0
1697,1
1698,0
1699,1
1700,0
1701,1
1702,0
1703,1
1704,0
1705,0
1706,1
1707,0
1708,0
1709,0
1710,1
1711,1
1712,1
1713,0
1714,1
1715,0
1716,0
1717,0
1718,1
1719,1
1720,0
1721,1
1722,1
1723,0
1724,1
1725,1
1726,0
1727,0
1728,0
1729,1
1730,0
1731,0
1732,1
1733,1
1734,0
1735,0
1736,0
1737,0
1738,0
1739,1
1740,0
1741,0
1742,1
1743,0
1744,0
1745,1
1746,0
1747,1
1748,1
1749,0
1750,0
1751,0
1752,0
1753,0
1754,1
1755,1
1756,0
1757,0
1758,1
1759,1
1760,1
1761,1
1762,0
1763,0
1764,0
1765,0
1766,1
1767,0
1768,0
1769,1
1770,1
1771,0
1772,1
1773,0
1774,0
1775,1
1776,0
1777,0
1778,0
1779,0
1780,1
1781,0
1782,1
1783,0
1784,1
1785,1
1786,1
1787,1
1788,1
1789,0
1790,0
1791,1
1792,1
1793,0
1794,0
1795,0
1796,0
1797,1
1798,0
1799,0
1800,0
1801,1
1802,1
1803,0
1804,1
1805,1
1806,0
1807,1
1808,1
1809,0
1810,1
1811,1
1812,0
1813,0
1814,1
1815,1
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,0
1823,0
1824,0
1825,0
1826,1
1827,0
1828,0
1829,1
1830,1
1831,1
1832,1
1833,1
1834,0
1835,0
1836,0
1837,0
1838,0
1839,1
1840,1
1841,0
1842,0
1843,1
1844,0
1845,1
1846,0
1847,0
1848,1
1849,0
1850,1
1851,0
1852,0
1853,0
1854,0
1855,0
1856,0
1857,0
1858,0
1859,0
1860,0
1861,1
1862,1
1863,0
1864,0
1865,0
1866,0
1867,1
1868,1
1869,0
1870,0
1871,0
1872,0
1873,0
1874,0
1875,0
1876,1
1877,0
1878,0
1879,1
1880,0
1881,0
1882,0
1883,0
1884,1
1885,1
1886,0
1887,0
1888,1
1889,1
1890,1
1891,0
1892,0
1893,1
1894,0
1895,1
1896,0
1897,0
1898,0
1899,1
1900,1
1901,0
1902,0
1903,0
1904,0
1905,0
1906,1
1907,0
1908,1
1909,1
1910,0
1911,0
1912,0
1913,0
1914,0
1915,0
1916,0
1917,0
1918,0
1919,0
1920,0
1921,1
1922,0
1923,1
1924,1
1925,0
1926,0
1927,1
1928,0
1929,0
1930,0
1931,1
1932,0
1933,1
1934,1
1935,0
1936,1
1937,0
1938,0
1939,1
1940,0
1941,0
1942,0
1943,0
1944,1
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0
1952,1
1953,1
1954,0
1955,0
1956,0
1957,0
1958,1
1959,0
1960,0
1961,0
1962,1
1963,1
1964,1
1965,1
1966,0
1967,1
1968,0
1969,1
1970,0
1971,0
1972,0
1973,0
1974,0
1975,1
1976,0
1977,0
1978,0
1979,0
1980,0
1981,0
1982,1
1983,1
1984,0
1985,1
1986,0
1987,1
1988,1
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,1
2003,0
2004,1
2005,1
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,1
2016,1
2017,0
2018,0
2019,0
2020,1
2021,1
2022,1
2023,1
2024,0
2025,0
2026,1
2027,0
2028,0
2029,0
2030,0
2031,0
2032,0
2033,1
2034,0
2035,0
2036,0
2037,1
2038,1
2039,1
2040,0
2041,0
2042,0
2043,1
2044,0
2045,0
2046,0
2047,1
2048,0
2049,1
2050,0
2051,0
2052,0
2053,1
2054,0
2055,0
2056,0
2057,0
2058,0
2059,1
2060,1
2061,1
2062,0
2063,0
2064,0
2065,0
2066,0
2067,1
2068,1
2069,1
2070,1
2071,0
2072,1
2073,0
2074,0
2075,0
2076,1
2077,0
2078,0
2079,0
2080,1
2081,1
2082,0
2083,0
2084,0
2085,0
2086,0
2087,1
2088,0
2089,0
2090,1
2091,0
2092,1
2093,0
2094,0
2095,0
2096,0
2097,1
2098,1
2099,0
2100,1
2101,0
2102,0
2103,0
2104,0
2105,0
2106,1
2107,1
2108,0
2109,0
2110,1
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0
2119,0
2120,0
2121,0
2122,1
2123,0
2124,1
2125,0
2126,1
2127,0
2128,0
2129,1
2130,0
2131,1
2132,0
2133,0
2134,0
2135,0
2136,1
2137,1
2138,0
2139,1
2140,0
2141,0
2142,0
2143,0
2144,0
2145,0
2146,0
2147,0
2148,0
2149,1
2150,0
2151,0
2152,0
2153,1
2154,0
2155,1
2156,1
2157,0
2158,0
2159,0
2160,1
2161,0
2162,0
2163,0
2164,0
2165,1
2166,0
2167,1
2168,0
2169,1
2170,0
2171,0
2172,1
2173,0
2174,1
2175,0
2176,1
2177,1
2178,0
2179,1
2180,1
2181,1
2182,1
2183,0
2184,0
2185,1
2186,1
2187,0
2188,1
2189,0
2190,1
2191,1
2192,0
2193,1
2194,0
2195,0
2196,0
2197,0
2198,1
2199,0
2200,0
2201,0
2202,0
2203,1
2204,0
2205,0
2206,1
2207,1
2208,0
2209,1
2210,1
2211,0
2212,0
2213,0
2214,0
2215,0
2216,0
2217,0
2218,0
2219,1
2220,0
2221,0
2222,1
2223,0
2224,0
2225,0
2226,0
2227,1
2228,1
2229,1
2230,0
2231,0
2232,0
2233,0
2234,0
2235,1
2236,0
2237,1
2238,1
2239,0
2240,1
2241,1
2242,0
2243,0
2244,0
2245,1
2246,0
2247,1
2248,1
2249,0
2250,1
2251,1
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0
2263,0
2264,0
2265,0
2266,0
2267,0
2268,0
2269,1
2270,0
2271,0
2272,0
2273,0
2274,0
2275,0
2276,0
2277,1
2278,0
2279,0
2280,0
2281,0
2282,0
2283,0
2284,0
2285,0
2286,0
2287,0
2288,0
2289,1
2290,0
2291,0
2292,0
2293,0
2294,0
2295,1
2296,0
2297,0
2298,0
2299,0
2300,0
2301,1
2302,1
2303,1
2304,0
2305,0
2306,1
2307,0
2308,0
2309,0
2310,0
2311,0
2312,1
2313,0
2314,0
2315,0
2316,0
2317,1
2318,0
2319,1
2320,1
2321,0
2322,1
2323,0
2324,0
2325,0
2326,1
2327,1
2328,1
2329,0
2330,0
2331,1
2332,0
2333,0
2334,0
2335,0
2336,1
2337,0
2338,1
2339,1
2340,0
2341,0
2342,0
2343,1
2344,1
2345,0
2346,0
2347,0
2348,1
2349,1
2350,0
2351,0
2352,0
2353,0
2354,0
2355,1
2356,0
2357,0
2358,0
2359,1
2360,0
2361,1
2362,0
2363,0
2364,0
2365,0
2366,0
2367,0
2368,1
2369,1
2370,1
2371,0
2372,1
2373,0
2374,0
2375,0
2376,1
2377,0
2378,0
2379,1
2380,0
2381,0
2382,0
2383,0
2384,0
2385,0
2386,0
2387,0
2388,1
2389,1
2390,0
2391,0
2392,1
2393,0
2394,1
2395,1
2396,0
2397,1
2398,0
2399,0
2400,0
2401,1
2402,0
2403,1
2404,1
2405,0
2406,1
2407,1
2408,0
2409,0
2410,0
2411,0
2412,0
2413,0
2414,0
2415,0
2416,0
2417,0
2418,1
2419,1
2420,1
2421,0
2422,1
2423,0
2424,1
2425,0
2426,1
2427,1
2428,0
2429,0
2430,1
2431,0
2432,1
2433,1
2434,1
2435,1
2436,0
2437,0
2438,1
2439,1
2440,0
2441,0
2442,0
2443,1
2444,0
2445,0
2446,1
2447,0
2448,1
2449,0
2450,0
2451,1
2452,0
2453,0
2454,0
2455,0
2456,0
2457,1
2458,0
2459,0
2460,0
2461,0
2462,1
2463,0
2464,0
2465,0
2466,0
2467,0
2468,1
2469,0
2470,0
2471,0
2472,0
2473,0
2474,1
2475,0
2476,0
2477,0
2478,0
2479,0
2480,1
2481,0
2482,0
2483,0
2484,0
2485,1
2486,0
2487,0
2488,0
2489,0
2490,0
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,1
2500,0
2501,1
2502,0
2503,0
2504,0
2505,0
2506,0
2507,0
2508,0
2509,0
2510,0
2511,1
2512,1
2513,0
2514,0
2515,1
2516,0
2517,0
2518,0
2519,0
2520,1
2521,1
2522,1
2523,0
2524,1
2525,0
2526,1
2527,0
2528,1
2529,1
2530,0
2531,0
2532,0
2533,0
2534,0
2535,0
2536,0
2537,1
2538,0
2539,1
2540,0
2541,0
2542,1
2543,1
2544,0
2545,0
2546,1
2547,0
2548,0
2549,1
2550,1
2551,0
2552,0
2553,0
2554,0
2555,0
2556,0
2557,1
2558,0
2559,1
2560,1
2561,0
2562,0
2563,0
2564,0
2565,0
2566,0
2567,1
2568,0
2569,1
2570,0
2571,1
2572,0
2573,0
2574,0
2575,1
2576,0
2577,0
2578,0
2579,0
2580,0
2581,1
2582,1
2583,0
2584,1
2585,1
2586,0
2587,1
2588,1
2589,0
2590,0
2591,1
2592,0
2593,1
2594,1
2595,0
2596,1
2597,0
2598,0
2599,0
2600,0
2601,1
2602,0
2603,1
2604,1
2605,0
2606,0
2607,1
2608,1
2609,0
2610,0
2611,1
2612,1
2613,0
2614,0
2615,0
2616,0
2617,1
2618,0
2619,0
2620,1
2621,0
2622,1
2623,0
2624,0
2625,1
2626,0
2627,0
2628,1
2629,0
2630,1
2631,0
2632,0
2633,1
2634,0
2635,0
2636,0
2637,1
2638,1
2639,0
2640,1
2641,1
2642,0
2643,1
2644,0
2645,0
2646,0
2647,1
2648,0
2649,0
2650,0
2651,0
2652,1
2653,1
2654,0
2655,0
2656,1
2657,0
2658,0
2659,1
2660,0
2661,0
2662,0
2663,0
2664,1
2665,1
2666,0
2667,1
2668,0
2669,1
2670,1
2671,1
2672,0
2673,0
2674,1
2675,0
2676,0
2677,1
2678,1
2679,1
2680,1
2681,1
2682,0
2683,0
2684,0
2685,0
2686,1
2687,1
2688,0
2689,1
2690,0
2691,1
2692,0
2693,0
2694,0
2695,1
2696,1
2697,1
2698,0
2699,1
2700,0
2701,0
2702,0
2703,1
2704,1
2705,1
2706,1
2707,0
2708,0
2709,1
2710,1
2711,0
2712,0
2713,0
2714,0
2715,0
2716,0
2717,1
2718,0
2719,1
2720,0
2721,0
2722,0
2723,0
2724,1
2725,0
2726,1
2727,0
2728,0
2729,0
2730,0
2731,0
2732,0
2733,1
2734,1
2735,0
2736,0
2737,0
2738,0
2739,1
2740,0
2741,0
2742,0
2743,1
2744,1
2745,1
2746,1
2747,1
2748,0
2749,1
2750,1
2751,0
2752,1
2753,1
2754,0
2755,1
2756,1
2757,1
2758,0
2759,0
2760,0
2761,0
2762,0
2763,1
2764,0
2765,0
2766,0
2767,0
2768,1
2769,0
2770,0
2771,0
2772,1
2773,0
2774,0
2775,1
2776,0
2777,0
2778,0
2779,0
2780,0
2781,0
2782,0
2783,1
2784,0
2785,0
2786,1
2787,0
2788,0
2789,0
2790,0
2791,1
2792,1
2793,0
2794,0
2795,1
2796,1
2797,1
2798,0
2799,0
2800,1
2801,0
2802,0
2803,0
2804,0
2805,0
2806,0
2807,1
2808,0
2809,1
2810,0
2811,0
2812,0
2813,0
2814,1
2815,0
2816,1
2817,0
2818,0
2819,1
2820,0
2821,0
2822,0
2823,1
2824,0
2825,1
2826,0
2827,1
2828,1
2829,0
2830,1
2831,0
2832,1
2833,0
2834,0
2835,0
2836,0
2837,0
2838,0
2839,0
2840,1
2841,0
2842,0
2843,0
2844,1
2845,1
2846,0
2847,1
2848,0
2849,0
2850,0
2851,0
2852,0
2853,1
2854,0
2855,0
2856,0
2857,0
2858,0
2859,0
2860,0
2861,1
2862,0
2863,0
2864,1
2865,1
2866,0
2867,0
2868,1
2869,0
2870,0
2871,0
2872,0
2873,1
2874,0
2875,1
2876,0
2877,0
2878,0
2879,1
2880,0
2881,1
2882,0
2883,1
2884,0
2885,1
2886,0
2887,1
2888,0
2889,1
2890,1
2891,1
2892,0
2893,0
2894,1
2895,1
2896,0
2897,0
2898,0
2899,1
2900,0
2901,1
2902,1
2903,0
2904,1
2905,0
2906,1
2907,0
2908,0
2909,1
2910,0
2911,0
2912,0
2913,0
2914,0
2915,1
2916,0
2917,0
2918,0
2919,0
2920,1
2921,0
2922,0
2923,0
2924,1
2925,0
2926,0
2927,1
2928,0
2929,0
2930,1
2931,0
2932,0
2933,1
2934,0
2935,1
2936,0
2937,1
2938,1
2939,0
2940,0
2941,0
2942,1
2943,1
2944,0
2945,1
2946,0
2947,0
2948,1
2949,1
2950,1
2951,0
2952,0
2953,0
2954,0
2955,0
2956,1
2957,0
2958,0
2959,0
2960,1
2961,0
2962,1
2963,1
2964,0
2965,0
2966,1
2967,1
2968,1
2969,1
2970,1
2971,0
2972,1
2973,1
2974,1
2975,0
2976,0
2977,0
2978,0
2979,0
2980,0
2981,0
2982,1
2983,1
2984,0
2985,0
2986,0
2987,0
2988,1
2989,0
2990,1
2991,0
2992,1
2993,0
2994,0
2995,1
2996,0
2997,0
